dataset,arch,scenario,pert_idx,sample_id,source_sample_idx,severity,score_metric,clean_sample_score,perturbed_sample_score,segment,time_index,time_step,feature,affected_feature,clean_input,perturbed_input,ground_truth,clean_prediction,perturbed_prediction
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,PM2.5,True,88.0,88.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,PM10,False,138.0,138.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,SO2,True,21.0,21.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,NO2,False,136.0,136.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,CO,False,3200.0,3200.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,O3,False,4.0,4.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,TEMP,False,2.5749998092651367,2.5749998092651367,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,PRES,False,1021.75,1021.75,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,DEWP,True,-10.80000114440918,-10.80000114440918,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,RAIN,False,0.0,0.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,WSPM,False,0.6999999284744263,0.6999999284744263,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,1.0,0,wd,False,6.0,6.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,2.0,1,PM2.5,True,119.0,119.0,,,
BeijingAir_Tiantan,DLinear,spike,3,8609,3644,0.49207401275634766,MSE,0.012429267168045044,0.4373423457145691,input,2.0,1,PM10,False,117.0,117.0,,,
