dataset,arch,scenario,pert_idx,sample_id,source_sample_idx,severity,score_metric,clean_sample_score,perturbed_sample_score,segment,time_index,time_step,feature,affected_feature,clean_input,perturbed_input,ground_truth,clean_prediction,perturbed_prediction
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,HUFL,False,9.913000106811523,9.913000106811523,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,HULL,False,1.2059999704360962,1.2059999704360962,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,MUFL,True,5.89900016784668,5.89900016784668,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,MULL,False,0.21299999952316284,0.21299999952316284,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,LUFL,False,4.051000118255615,4.051000118255615,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,LULL,False,0.5479999780654907,0.5479999780654907,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,1.0,0,OT,False,0.7740001678466797,0.7740001678466797,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,HUFL,False,11.253000259399414,11.253000259399414,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,HULL,False,1.5410000085830688,1.5410000085830688,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,MUFL,True,7.249000072479248,7.249000072479248,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,MULL,False,0.3199999928474426,0.3199999928474426,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,LUFL,False,3.868000030517578,3.868000030517578,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,LULL,False,0.6399999856948853,0.6399999856948853,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,2.0,1,OT,False,2.392000198364258,2.392000198364258,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,HUFL,False,11.119000434875488,11.119000434875488,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,HULL,False,1.4739999771118164,1.4739999771118164,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,MUFL,True,7.214000225067139,7.214000225067139,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,MULL,False,0.39100000262260437,0.39100000262260437,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,LUFL,False,3.8380000591278076,3.8380000591278076,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,LULL,False,0.609000027179718,0.609000027179718,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,3.0,2,OT,False,2.109999656677246,2.109999656677246,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,HUFL,False,10.3149995803833,10.3149995803833,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,HULL,False,1.406999945640564,1.406999945640564,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,MUFL,True,6.502999782562256,6.502999782562256,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,MULL,False,0.39100000262260437,0.39100000262260437,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,LUFL,False,3.8380000591278076,3.8380000591278076,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,LULL,False,0.609000027179718,0.609000027179718,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,4.0,3,OT,False,2.9549999237060547,2.9549999237060547,,,
ETTh1,PatchTST,stuck_sensor,6,8111,427,0.186315655708313,MSE,0.32950615882873535,0.7308433055877686,input,5.0,4,HUFL,False,11.588000297546387,11.588000297546387,,,
