dataset_order,dataset,dataset_label,backbone_order,backbone,backbone_label,scenario_order,scenario,scenario_label,scenario_group,D,D_CI_lo,D_CI_hi,err_pert,err_pert_CI_lo,err_pert_CI_hi,MSE_c,D_w,MSE_w,worst_scenario,is_worst_scenario,run_id,data_config_signature
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,0,drift,Drift,Value,1.1949897826727631,1.1751507669704295,1.217367319088041,0.4213873312634418,0.3988784941612188,0.449284042309791,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,1,attenuation,Attenuation,Value,1.1713579481013678,1.1329050859542509,1.222135461496249,0.4130540753249461,0.3885540819524423,0.4409314970302906,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,2,noise,Noise,Value,1.3531651711672756,1.3130540440460514,1.392813702103115,0.4771644649224272,0.4513352258908119,0.5064398743941649,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,true,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,3,spike,Spike,Value,1.2066193000888508,1.1143605964415702,1.3105404580906663,0.425488229345504,0.3856471690573145,0.4692585464058521,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,4,time_stretch,TimeStretch,Timing,1.0298983226792502,1.0127962864421487,1.0523106519093848,0.3631713943995681,0.3390854739037473,0.3903405886259047,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,5,time_compress,TimeCompress,Timing,1.0,1.0,1.0,0.3526283968059957,0.3300305588617838,0.3786439996831652,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,6,stuck_sensor,StuckSensor,Availability,1.1460995577146134,1.1018686079821682,1.1990932873860225,0.4041472496169648,0.3756164794617999,0.4361440269083367,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,1,SeasonalNaive,SeasonalNaive,7,missing_data,MissingData,Availability,1.059670998078703,1.0342046606232005,1.0914335493624503,0.3736700851943024,0.3502338802162923,0.3996398139965008,0.3526283968059957,1.3531651711672756,0.4771644649224272,noise,false,2accda0b4aba4824be952a1fd0a49ed1,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,0,drift,Drift,Value,1.113738604080401,1.0992180734078345,1.1293648773192282,0.366523502451388,0.3471873568297511,0.38834084917895,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,1,attenuation,Attenuation,Value,1.2675183218640644,1.2262015396662134,1.3164981469103814,0.4171313206248392,0.3923833802961059,0.4445304427483343,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,2,noise,Noise,Value,1.6276289092837974,1.5609503418385484,1.6917460264033124,0.5356411696031719,0.5106160264562707,0.561673749950613,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,true,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,3,spike,Spike,Value,1.383043782377693,1.2497906458912291,1.5339932343650842,0.4551499331202969,0.4081979971074922,0.5073340793018206,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,4,time_stretch,TimeStretch,Timing,1.0301257766911005,1.0157758396279692,1.0486833416870405,0.3390071119515778,0.3189397177178486,0.3604167545289941,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,5,time_compress,TimeCompress,Timing,1.0070234529481048,1.0018701056816983,1.0122984223204918,0.3314043005001061,0.3118419836783075,0.3526292138033478,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,6,stuck_sensor,StuckSensor,Availability,1.1554613494428303,1.1114937688462796,1.206118595830195,0.3802541630445455,0.3566902525296372,0.4071390322663794,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,2,DLinear,DLinear,7,missing_data,MissingData,Availability,1.06430122627408,1.0399796005081217,1.0926865562978492,0.3502540108496789,0.3292059387261433,0.3728285601740775,0.329092931778208,1.6276289092837974,0.5356411696031719,noise,false,e765a57955e6486ca3ea08dd793c8c4b,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,0,drift,Drift,Value,1.1111997871331667,1.0970041410929687,1.1255298627517352,0.3124636593322109,0.2952069136339767,0.3319773197931523,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,1,attenuation,Attenuation,Value,1.251110537493348,1.21000301806482,1.2961251127696378,0.3518058420284884,0.3300801973533357,0.3760550786211364,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,true,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,2,noise,Noise,Value,1.2486401072433793,1.218568588311949,1.2804200576100324,0.3511111697607572,0.3322632861143431,0.3721395143147961,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,3,spike,Spike,Value,1.1213368628998632,1.0911958869311913,1.1529109952609349,0.3153141528489184,0.2956353944052727,0.3369490555880048,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,4,time_stretch,TimeStretch,Timing,1.0338311485026273,1.0186114374565838,1.051640777931097,0.290707996467642,0.2723355632138435,0.3108340994323173,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,5,time_compress,TimeCompress,Timing,1.0042582757491505,1.0011325577038324,1.0075221462740305,0.2823922568999114,0.2643009450735197,0.3018388326204539,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,6,stuck_sensor,StuckSensor,Availability,1.1391297140318637,1.1003841994372132,1.1865261057628524,0.3203174109839848,0.2991404686641357,0.3446971139609036,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,3,GRU,GRU,7,missing_data,MissingData,Availability,1.0879532579351314,1.060334396822659,1.1237455846535016,0.3059268550022432,0.2867730805860025,0.3263447954887137,0.2811948516822071,1.251110537493348,0.3518058420284884,attenuation,false,a821a9e98c12454bb58f62ed3ab0772a,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,0,drift,Drift,Value,1.154491011423021,1.1378496018565891,1.172652819316734,0.3475870173160511,0.3288655649456172,0.3685182929816403,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,1,attenuation,Attenuation,Value,1.276158317907815,1.233837501292915,1.3243377704111714,0.3842178578747844,0.3594213799281428,0.4123791559703072,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,2,noise,Noise,Value,1.5019724269220764,1.4513467846821544,1.5525794281740692,0.4522045739631168,0.4288522173782799,0.4756634507611662,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,true,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,3,spike,Spike,Value,1.3031570362956826,1.218224966182445,1.398519585182205,0.3923464651163667,0.3614464841423404,0.4275230177142149,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,4,time_stretch,TimeStretch,Timing,1.0304335311838102,1.0157441473256683,1.049190941151669,0.3102365580180252,0.29112935624342,0.3312071864982313,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,5,time_compress,TimeCompress,Timing,1.005556617239686,0.9986323934284884,1.0124929071422684,0.3027467705425835,0.2840297830221452,0.3233291761616546,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,6,stuck_sensor,StuckSensor,Availability,1.1438623373549368,1.1003860977179878,1.1927783804797265,0.3443870018280169,0.3216065594970766,0.3694078456429905,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,4,ModernTCN,ModernTCN,7,missing_data,MissingData,Availability,1.0697707973463562,1.0451528032855792,1.0982597590933154,0.3220799789537617,0.3022098762086604,0.3433664107822914,0.3010738185718888,1.5019724269220764,0.4522045739631168,noise,false,bffc3cf719dd48b497ad3b9b0a32a8da,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,0,drift,Drift,Value,1.0927806985790038,1.0812669785173892,1.1053519576429367,0.3921519494670938,0.3706546795582431,0.4165508714804171,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,1,attenuation,Attenuation,Value,1.1527123329503948,1.1172708827890503,1.197049163796165,0.4136588330385654,0.3889144882259508,0.4418646261431387,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,true,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,2,noise,Noise,Value,1.116342668312177,1.0996789397304565,1.1344143223557386,0.4006073260821489,0.3793791765772381,0.4246058636910433,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,3,spike,Spike,Value,1.0695573894922208,1.045322257870847,1.0985278146265358,0.3838181035789835,0.3606853528445933,0.4088499315178882,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
