dataset,arch,scenario,pert_idx,sample_id,source_sample_idx,severity,score_metric,clean_sample_score,perturbed_sample_score,segment,time_index,time_step,feature,affected_feature,clean_input,perturbed_input,ground_truth,clean_prediction,perturbed_prediction
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,19,True,0.0745000019669532,0.0745000019669532,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,188,True,0.1757999956607818,0.1757999956607818,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,217,True,0.1027000024914741,0.1027000024914741,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,251,True,0.0866999998688697,0.0866999998688697,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,353,True,0.0288999993354082,0.0288999993354082,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,364,True,0.1568000018596649,0.1568000018596649,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,413,True,0.4436999857425689,0.4436999857425689,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,693,True,0.0288999993354082,0.0288999993354082,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,701,True,0.3379999995231628,0.3379999995231628,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,722,True,0.2014999985694885,0.2014999985694885,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,1.0,0,840,True,0.5135999917984009,0.5135999917984009,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,19,True,0.0663999989628791,0.0663999989628791,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,188,True,0.0500999987125396,0.0500999987125396,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,217,True,0.0962999984622001,0.0962999984622001,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,251,True,0.0887999981641769,0.0887999981641769,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,353,True,0.0296000000089406,0.0296000000089406,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,364,True,0.1372999995946884,0.1372999995946884,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,413,True,0.2788000106811523,0.2788000106811523,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,693,True,0.0252000000327825,0.0252000000327825,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,701,True,0.0573999993503093,0.0573999993503093,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,722,True,0.0372000001370906,0.0372000001370906,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,2.0,1,840,True,0.455700010061264,0.455700010061264,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,3.0,2,19,True,0.0529999993741512,0.0529999993741512,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,3.0,2,188,True,0.0548000000417232,0.0548000000417232,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,3.0,2,217,True,0.0833000019192695,0.0833000019192695,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,3.0,2,251,True,0.0832000002264976,0.0832000002264976,,,
traffic,PatchTST,missing_data,7,664,2366,0.4913879036903381,MSE,0.2597235441207886,1.2421997785568235,input,3.0,2,353,True,0.0258000008761882,0.0258000008761882,,,
