dataset,arch,scenario,pert_idx,sample_id,source_sample_idx,severity,score_metric,clean_sample_score,perturbed_sample_score,segment,time_index,time_step,feature,affected_feature,clean_input,perturbed_input,ground_truth,clean_prediction,perturbed_prediction
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Wind speed (m/s),True,11.68046760559082,10.768379211425781,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed, Standard deviation (m/s)",False,1.8761461973190308,1.8761461973190308,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed, Minimum (m/s)",False,7.958000183105469,7.958000183105469,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed, Maximum (m/s)",False,16.10817527770996,16.10817527770996,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Long Term Wind (m/s),False,8.199999809265137,8.199999809265137,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Wind speed Sensor 1 (m/s),False,11.740333557128906,11.740333557128906,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed Sensor 1, Standard deviation (m/s)",True,1.4243135452270508,1.4745101928710938,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed Sensor 1, Minimum (m/s)",False,8.935369491577148,8.935369491577148,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed Sensor 1, Maximum (m/s)",False,14.991378784179688,14.991378784179688,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Wind speed Sensor 2 (m/s),False,11.662430763244629,11.662430763244629,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed Sensor 2, Standard deviation (m/s)",False,1.7738289833068848,1.7738289833068848,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed Sensor 2, Minimum (m/s)",False,8.519225120544434,8.519225120544434,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind speed Sensor 2, Maximum (m/s)",False,16.02589988708496,16.02589988708496,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Wind direction (°),False,207.8441162109375,207.8441162109375,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Nacelle position (°),True,205.98629760742188,236.23631286621094,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind direction, Standard deviation (°)",False,11.461749076843262,11.461749076843262,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind direction, Minimum (°)",False,181.2974395751953,181.2974395751953,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Wind direction, Maximum (°)",False,230.66590881347656,230.66590881347656,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Nacelle position, Standard deviation (°)",False,0.8270012140274048,0.8270012140274048,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Nacelle position, Minimum (°)",False,205.36476135253906,205.36476135253906,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Nacelle position, Maximum (°)",False,207.1940460205078,207.1940460205078,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Power (kW),True,1863.829345703125,1745.643798828125,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Power factor (cosphi),False,-0.9918527007102966,-0.9918527007102966,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Power factor (cosphi), Max",False,-0.9844346046447754,-0.9844346046447754,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Power factor (cosphi), Min",False,-0.9941104650497437,-0.9941104650497437,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Power factor (cosphi), Standard deviation",False,0.002354532480239868,0.002354532480239868,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,Reactive power (kvar),False,-225.49005126953125,-225.49005126953125,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Reactive power, Max (kvar)",False,-208.50621032714844,-208.50621032714844,,,
Penmanshiel_Hourly_WT08,PatchTST,noise,2,4638,1136,0.24331653118133545,MSE,0.3149302005767822,0.894131064414978,input,1.0,0,"Reactive power, Min (kvar)",False,-242.40335083007812,-242.40335083007812,,,
